pred	label
0.0957884	3
0.00019988041	3
0.0019468978	3
0.015914425	3
0.00024101393	3
3.345197e-05	3
8.303256e-06	3
2.2592124e-06	3
2.583454e-06	3
0.00829634	3
0.01786758	3
3.0718666e-06	3
9.257222e-05	3
0.00094372313	3
0.027476767	3
2.8311593e-05	3
0.012734237	3
0.017075486	3
8.104095e-05	3
1.7391845e-05	3
0.0010573852	3
1.6109241e-05	3
9.668518e-05	3
0.0009537089	3
0.0017930962	3
1.2497205e-06	3
6.9870366e-05	3
0.7343511	3
4.3077223e-05	3
0.008912395	3
0.06614908	3
0.0042661373	3
0.00018893667	3
9.6010444e-05	3
0.0044811717	3
0.0005318905	3
0.001125275	3
0.3452959	3
5.9018064e-05	3
6.162156e-05	3
0.00023064567	3
0.0032118966	3
4.7852973e-05	3
3.5196455e-05	3
0.04273088	3
0.000930297	3
0.00948998	3
1.2992499e-05	3
0.00016641791	3
0.0006152329	3
0.5201003	3
0.0028975052	3
0.017381616	3
2.2850387e-05	3
0.3588544	3
0.00092013605	3
0.00042278407	3
0.00019316547	3
0.011664428	3
0.0035586401	3
0.0008677561	3
7.237834e-05	3
0.0010247423	3
0.00023735336	3
1.310768e-06	3
8.831842e-05	3
0.09298623	3
0.00043543585	3
0.0018893984	3
0.0005317354	3
5.5504534e-06	3
1.2490033e-06	3
0.0117482925	3
6.2849494e-06	3
1.73005e-05	3
0.14526491	3
0.011669393	3
0.00032734984	3
0.7343511	3
0.0007157424	3
0.0009684801	3
0.09970671	3
2.5577949e-05	3
0.0038330534	3
0.0024939564	3
0.025175821	3
0.0009644396	3
0.00032925155	3
0.0006830671	3
1.933471e-06	3
0.00022646353	3
2.2976163e-05	3
0.01231761	3
0.00018846309	3
1.5786956e-05	3
0.00028429588	3
0.012627731	3
0.0010860007	3
0.0021324079	3
3.397333e-05	3
0.0011757078	3
0.09960602	3
0.0021942013	3
0.006693139	3
0.00092722726	3
2.0957114e-07	3
0.030434012	3
2.5683487e-06	3
0.0075745666	3
0.0001410834	3
0.96268404	3
0.003272813	3
0.0007092664	3
0.00015765244	3
0.0004830449	3
0.00022043478	3
0.0006322327	3
5.715439e-05	3
1.099536e-06	3
6.9296984e-06	3
0.644507	3
0.002360552	3
0.0051555936	3
0.0026362147	3
0.009602021	3
3.8209393e-05	3
3.2849202e-05	3
0.0013790125	3
9.650465e-07	3
0.0013033132	3
0.033528984	3
5.922328e-05	3
0.00013717402	3
0.005227589	3
0.00035554825	3
0.0006133208	3
0.0070875436	3
0.00023330085	3
2.11002e-07	3
0.00011229608	3
0.074436285	3
2.5322866e-05	3
5.8384838e-05	3
0.00091310294	3
0.0005485963	3
0.00019523675	3
1.2981365e-05	3
0.00021809498	3
0.00059610687	3
0.015770182	3
0.0026408301	3
0.00014363807	3
0.014694504	3
6.188657e-05	3
0.043497905	3
2.8888833e-06	3
7.185152e-06	3
1.9227607e-05	3
0.08727063	3
3.5302073e-05	3
0.08399934	3
0.9581652	3
0.2751757	3
0.0137317255	3
0.03392863	3
1.1079718e-06	3
2.8175602e-05	3
0.25074315	3
2.8016764e-06	3
0.0053200214	3
0.009132107	3
0.0055773356	3
0.0022327844	3
1.3018669e-05	3
0.2229755	3
2.2959779e-05	3
0.00027026108	3
8.018391e-05	3
0.00041278315	3
3.5954454e-06	3
1.6787241e-06	3
0.0064353123	3
0.11147596	3
0.04163742	3
0.027665485	3
0.00017407894	3
7.902192e-06	3
0.016260047	3
0.00028782221	3
4.8879778e-05	3
0.000107613065	3
0.00040483213	3
6.253128e-07	3
0.0018909773	3
5.2119398e-05	3
0.11244221	3
5.1978677e-05	3
4.2952932e-05	3
1.3674519e-05	3
0.0005252545	3
0.00024417948	3
0.0005772507	3
8.2259605e-05	3
0.9771313	3
0.0013710825	3
0.00016100128	3
3.0803167e-05	3
0.0018259985	3
7.4216987e-06	3
0.002265791	3
0.0003843692	3
0.00032905387	3
0.00025161225	3
2.281631e-06	3
0.009651148	3
5.303202e-05	3
1.3028847e-07	3
8.705357e-05	3
9.922338e-05	3
0.015460671	3
5.0398092e-05	3
6.9126495e-06	3
0.117092125	3
1.4759392e-05	3
0.9961402	3
0.000106868305	3
6.893791e-05	3
0.05938294	3
0.07463721	3
6.203577e-05	3
0.44939378	3
0.00016593907	3
5.691611e-07	3
7.911942e-06	3
0.37854114	3
1.1333608e-05	3
4.864212e-05	3
9.758962e-07	3
0.020276424	3
6.085615e-05	3
0.000735922	3
0.0024283298	3
0.22907306	3
5.350005e-06	3
0.93374443	3
0.022456571	3
2.7377097e-05	3
0.006601053	3
0.044895295	3
0.0023060543	3
2.3608703e-05	3
0.00077263726	3
0.0001436763	3
8.37934e-05	3
0.2381874	3
0.0002643419	3
2.2698896e-06	3
0.86523205	3
0.04883464	3
2.8254386e-05	3
0.0016675584	3
6.4753885e-06	3
0.00054051494	3
0.0020301214	3
0.006564778	3
8.621685e-05	3
6.838836e-05	3
6.8186805e-06	3
0.08473121	3
0.00024772578	3
0.0026147272	3
2.560785e-05	3
0.0012022234	3
2.008806e-05	3
1.9133278e-05	3
0.0054575587	3
1.6027123e-05	3
6.871189e-07	3
0.0033733132	3
0.00036744712	3
3.6124977e-05	3
7.067626e-05	3
0.00011835865	3
2.4748288e-05	3
3.661261e-05	3
2.6316634e-06	3
0.2991631	3
5.067457e-05	3
0.0009603657	3
3.95746e-06	3
0.2164554	3
0.0007651647	3
0.00010127334	3
0.07714344	3
0.0014036421	3
0.17176145	3
0.00253862	3
0.00030423657	3
0.00025464952	3
0.00032301495	3
0.00024268641	3
0.5238969	3
0.0009784199	3
5.8417504e-06	3
7.2800445e-05	3
3.6688525e-05	3
2.9963268e-05	3
5.6353924e-06	3
1.2502188e-06	3
0.0011283224	3
7.0330675e-06	3
0.06186298	3
2.0582025e-05	3
1.8431218e-05	3
0.71305746	3
1.09851535e-05	3
5.970551e-05	3
0.7980833	3
0.008093439	3
0.00027232617	3
2.8181083e-05	3
7.5841094e-06	3
0.0024269347	3
0.8410492	3
0.00017102975	3
0.012442486	3
9.155447e-06	3
0.0033289318	3
0.00055235095	3
1.3010447e-07	3
0.0028454412	3
0.0012034584	3
4.1565967e-05	3
0.00031273713	3
0.0019668823	3
0.011615665	3
0.00010930588	3
0.0001505476	3
0.0014483111	3
2.2098066e-05	3
0.00010126078	3
8.435928e-06	3
0.9592396	3
5.280062e-06	3
1.824944e-05	3
0.00010311667	3
0.005333556	3
0.00029368626	3
0.00047888118	3
4.4532022e-05	3
0.00092788565	3
0.00010923221	3
9.180933e-06	3
2.1920962e-06	3
9.0697695e-06	3
0.00013747519	3
7.22083e-06	3
0.0001447595	3
0.13871078	3
1.617406e-06	3
0.00031043822	3
1.6480942e-06	3
0.009040032	3
0.99924004	3
0.016864035	3
0.15033987	3
0.11440597	3
0.77797836	3
1.486727e-06	3
1.6025457e-05	3
0.0048803384	3
0.00023381838	3
0.0055561154	3
0.00518797	3
3.5443745e-07	3
7.753719e-06	3
0.0040731793	3
7.668195e-07	3
0.0031703461	3
0.003442063	3
0.00090814097	3
0.0002137108	3
0.0012887653	3
0.0005882953	3
0.51708853	3
0.0005058419	3
3.643949e-06	3
8.666741e-07	3
0.0025095362	3
0.00058150635	3
0.0011254122	3
0.00011404079	3
1.6377907e-06	3
0.0005772661	3
4.2130094e-05	3
8.310372e-05	3
0.0014168209	3
0.73260385	3
0.0020507348	3
0.00051715906	3
0.0007124565	3
8.22899e-06	3
0.00037129803	3
0.0031566762	3
0.00010490108	3
0.92097545	3
3.8107191e-06	3
0.34072778	3
0.0001823407	3
0.01960577	3
0.00017801787	3
0.43342176	3
4.9558523e-05	3
1.949284e-06	3
0.0010269422	3
